E01A;ED06C;pobrezai
0;Superior Universitario;No pobre
2000000;EEB (1º y 2º ciclo);No pobre
2700000;No obtuvo;No pobre
5000000;No obtuvo;No pobre
5000000;No obtuvo;No pobre
4500000;No obtuvo;No pobre
0;Superior Universitario;No pobre
1700000;Superior Universitario;No pobre
10500000;Militar/Policial (Post no universitario);No pobre
0;Superior Universitario;No pobre
6200000;No obtuvo;No pobre
2700000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
3020000;Superior Universitario;No pobre
1040000;Técnica Superior;No pobre
0;No obtuvo;No pobre
3160000;EEB (1º y 2º ciclo);No pobre
Militar/Policial (Post no universitario)000000;Maestría (Post universitario);No pobre
0;Superior Universitario;No pobre
4500000;Superior Universitario;No pobre
1000000;EEB (3er ciclo);No pobre
2800000;No obtuvo;No pobre
6000000;Superior Universitario;No pobre
3500000;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
6000000;Especialización (Post universitario);No pobre
2500000;No obtuvo;No pobre
4500000;Superior Universitario;No pobre
1600000;No obtuvo;No pobre
500000;Técnica Superior;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
5200000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
2439000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3800000;Educación Media;No pobre
3600000;Superior Universitario;No pobre
1900000;No obtuvo;No pobre
8000000;Técnica Superior;No pobre
7000000;Maestría (Post universitario);No pobre
4500000;Superior Universitario;No pobre
7500000;Maestría (Post universitario);No pobre
6500000;Técnica Superior;No pobre
27000000;Maestría (Post universitario);No pobre
No obtuvo000000;Superior Universitario;No pobre
2800000;Superior Universitario;No pobre
3Militar/Policial (Post no universitario)5000;No obtuvo;No pobre
2950000;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
4200000;Superior Universitario;No pobre
3680000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
1000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;EEB (1º y 2º ciclo);No pobre
5000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
1986450;Técnica Superior;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2400000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
500000;Especialización (Post universitario);No pobre
3000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
7000000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
6300000;Maestría (Post universitario);No pobre
4600000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
3000000;Técnica Superior;No pobre
2700000;No obtuvo;No pobre
16000000;Especialización (Post universitario);No pobre
15000000;No obtuvo;No pobre
10000000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
700000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
2520000;No obtuvo;No pobre
600000;No obtuvo;No pobre
4100000;No obtuvo;No pobre
0;No obtuvo;No pobre
2400000;No obtuvo;No pobre
0;EEB (1º y 2º ciclo);No pobre
No Técnico Superior (Post no universitario)00000;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;Pobre no extremo
6000000;No obtuvo;No pobre
4200000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4500000;No obtuvo;No pobre
0;Educación Media;No pobre
0;No obtuvo;No pobre
0;Técnica Superior;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;Pobre no extremo
3500000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
1500000;Superior Universitario;No pobre
5000000;Técnica Superior;No pobre
0;Técnica Superior;No pobre
2500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
0;No obtuvo;No pobre
2600000;No obtuvo;No pobre
0;Técnica Superior;No pobre
5000000;Educación Media;No pobre
3160000;No obtuvo;No pobre
1500000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
6000000;Militar/Policial;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
0;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
6000000;No obtuvo;No pobre
5000000;Especialización (Post universitario);No pobre
3900000;Técnica Superior;No pobre
5000000;Superior Universitario;No pobre
3500000;No obtuvo;No pobre
7250000;No obtuvo;No pobre
3300000;Especialización (Post universitario);No pobre
3000000;No obtuvo;No pobre
5800000;Superior Universitario;No pobre
3300000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
1700000;No obtuvo;No pobre
3200000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
6000000;Superior Universitario;No pobre
4500000;No obtuvo;No pobre
2800000;No obtuvo;No pobre
6000000;No obtuvo;No pobre
0;No obtuvo;No pobre
3500000;No obtuvo;No pobre
4500000;Superior Universitario;No pobre
2800000;Técnica Superior;No pobre
2500000;EEB (1º y 2º ciclo);No pobre
3000000;Superior Universitario;No pobre
No obtuvo500000;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
2000000;No obtuvo;Pobre no extremo
400000;No obtuvo;Pobre no extremo
2180000;No obtuvo;No pobre
0;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
850000;No obtuvo;No pobre
1900000;No obtuvo;No pobre
2000000;Técnica Superior;No pobre
2000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
No Técnico Superior (Post no universitario)200000;Superior Universitario;No pobre
1000000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
2000000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
3500000;No obtuvo;No pobre
2000000;Técnica Superior;No pobre
3460000;Especialización (Post universitario);No pobre
2500000;No obtuvo;No pobre
5000000;Militar/Policial (Post no universitario);No pobre
5000000;Maestría (Post universitario);No pobre
No Técnico Superior (Post no universitario)000000;Superior Universitario;No pobre
600000;Superior Universitario;No pobre
6000000;No obtuvo;No pobre
0;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
6000000;Maestría (Post universitario);No pobre
3500000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
800000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
8000000;Superior Universitario;No pobre
2500000;Técnica Superior;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;No pobre
3500000;No obtuvo;No pobre
10366666;Maestría (Post universitario);No pobre
4500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
2600000;No obtuvo;No pobre
3646000;Militar/Policial;No pobre
4224000;Superior Universitario;No pobre
5400000;Superior Universitario;No pobre
4470000;Superior Universitario;No pobre
6885000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;Pobre no extremo
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
5300000;Superior Universitario;No pobre
2300000;No obtuvo;No pobre
0;Técnica Superior;Pobre no extremo
0;Superior Universitario;Pobre no extremo
1600000;No obtuvo;Pobre no extremo
3000000;Especialización (Post universitario);No pobre
4200000;No obtuvo;No pobre
Militar/Policial (Post no universitario)20000;No obtuvo;No pobre
0;Militar/Policial;No pobre
2200000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2680373;No obtuvo;No pobre
2700000;Técnica Superior;No pobre
3000000;Especialización (Post universitario);No pobre
4100000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
0;Superior Universitario;No pobre
2100000;Superior Universitario;No pobre
2500000;Educación Inicial;No pobre
3600000;Superior Universitario;No pobre
3180000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
5000000;No obtuvo;No pobre
3000000;Técnica Superior;No pobre
3500000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
2600000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
2600000;No obtuvo;No pobre
2800000;Técnica Superior;No pobre
2500000;Técnica Superior;No pobre
0;No obtuvo;No pobre
6800000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
36Militar/Policial (Post no universitario)000;No obtuvo;No pobre
3396000;Técnica Superior;No pobre
5000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
2320779;No obtuvo;No pobre
2600000;No obtuvo;No pobre
6000000;Especialización (Post universitario);No pobre
2800000;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
3080000;Superior Universitario;No pobre
2600000;Técnica Superior;No pobre
6Militar/Policial (Post no universitario)0000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
3500000;No obtuvo;No pobre
4850000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2350000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Militar/Policial;No pobre
0;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
5400000;Superior Universitario;No pobre
5300000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
2650000;Superior Universitario;No pobre
7000000;EEB (1º y 2º ciclo);No pobre
2800000;No obtuvo;No pobre
2600000;No obtuvo;No pobre
3300000;No obtuvo;No pobre
0;Técnica Superior;No pobre
3600000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
3600000;Especialización (Post universitario);No pobre
3200000;No obtuvo;No pobre
3600000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
3000000;Técnica Superior;No pobre
3500000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
2580000;No obtuvo;No pobre
1500000;EEB (1º y 2º ciclo);No pobre
0;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
3928000;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
2700000;No obtuvo;No pobre
2050000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2400000;Superior Universitario;Pobre no extremo
2400000;No obtuvo;Pobre no extremo
5160000;Superior Universitario;No pobre
5000000;Especialización (Post universitario);No pobre
400000;Educación Inicial;No pobre
0;No obtuvo;No pobre
7000000;Superior Universitario;No pobre
2800000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
2800000;No obtuvo;No pobre
2890000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
2200000;No obtuvo;No pobre
2600000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
0;No obtuvo;No pobre
800000;Superior Universitario;No pobre
2000000;Superior Universitario;Pobre no extremo
10000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
6000000;No obtuvo;No pobre
6000000;No obtuvo;No pobre
0;Técnica Superior;No pobre
2439450;No obtuvo;No pobre
0;Técnica Superior;No pobre
2500000;No obtuvo;No pobre
0;Técnica Superior;No pobre
2500000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
2980000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2300000;No obtuvo;No pobre
8600000;Militar/Policial;No pobre
0;Especialización (Post universitario);No pobre
1800000;Técnica Superior;No pobre
3800000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
5000000;Especialización (Post universitario);No pobre
1600000;Superior Universitario;No pobre
2520000;No obtuvo;No pobre
5284000;Maestría (Post universitario);No pobre
2300000;No obtuvo;No pobre
1100000;No obtuvo;No pobre
600000;No obtuvo;No pobre
4550000;Superior Universitario;No pobre
300000;Superior Universitario;No pobre
2600000;No obtuvo;No pobre
880000;No obtuvo;Pobre no extremo
2000000;No obtuvo;No pobre
0;Técnica Superior;No pobre
2700000;No obtuvo;No pobre
5500000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
2900000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;EEB (1º y 2º ciclo);No pobre
No obtuvo40000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2000000;No obtuvo;No pobre
4500000;EEB (1º y 2º ciclo);No pobre
4500000;EEB (1º y 2º ciclo);No pobre
2800000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
3500000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
3850000;Técnica Superior;No pobre
3000000;Superior Universitario;No pobre
2200000;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
5400000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
Militar/Policial (Post no universitario)00000;EEB (3er ciclo);No pobre
2439No Técnico Superior (Post no universitario)9;No obtuvo;No pobre
2565000;Superior Universitario;No pobre
4500000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Educación Media;No pobre
1600000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4000000;Técnica Superior;No pobre
3200000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
2400000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
No Técnico Superior (Post no universitario)80000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
0;Técnica Superior;No pobre
5000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
700000;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
400000;No obtuvo;No pobre
3200000;Técnica Superior;Pobre no extremo
3000000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
2500000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
0;No obtuvo;No pobre
4000000;No obtuvo;No pobre
1750000;Técnica Superior;No pobre
0;No obtuvo;No pobre
600000;Técnica Superior;No pobre
2550000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
2300000;No obtuvo;No pobre
0;Técnica Superior;No pobre
0;Técnica Superior;No pobre
2550000;No obtuvo;No pobre
0;No obtuvo;No pobre
10720000;Superior Universitario;No pobre
5000000;Doctorado (Post universitario);No pobre
0;No obtuvo;Pobre no extremo
4500000;Superior Universitario;No pobre
500000;Superior Universitario;No pobre
2800000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
0;EEB (1º y 2º ciclo);No pobre
1500000;Técnica Superior;No pobre
3500000;No obtuvo;No pobre
4000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
2400000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
0;Técnica Superior;No pobre
3500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2500000;Superior Universitario;Pobre no extremo
0;No obtuvo;No pobre
2000000;No obtuvo;No pobre
2500000;Maestría (Post universitario);No pobre
1500000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
8000000;Maestría (Post universitario);No pobre
2400000;No obtuvo;No pobre
2320000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
5100000;Especialización (Post universitario);No pobre
1600000;No obtuvo;No pobre
2320000;No obtuvo;No pobre
5000000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
1600000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4200000;No obtuvo;No pobre
7000000;No obtuvo;No pobre
0;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;Superior Universitario;No pobre
3400000;No obtuvo;No pobre
9000000;Especialización (Post universitario);No pobre
5000000;Superior Universitario;No pobre
2550000;Superior Universitario;No pobre
2300000;No obtuvo;No pobre
0;No obtuvo;No pobre
Militar/Policial (Post no universitario)000000;Doctorado (Post universitario);No pobre
0;Superior Universitario;No pobre
2400000;No obtuvo;No pobre
0;Técnica Superior;No pobre
5000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
4000000;EEB (1º y 2º ciclo);No pobre
3000000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
5000000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
2800000;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Maestría (Post universitario);No pobre
1600000;No obtuvo;No pobre
2350000;No obtuvo;No pobre
2000000;EEB (1º y 2º ciclo);No pobre
2320000;Técnica Superior;No pobre
0;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
8500000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
4600000;No obtuvo;No pobre
2438800;No obtuvo;No pobre
5500000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
4500000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
1000000;Superior Universitario;No pobre
3600000;EEB (1º y 2º ciclo);No pobre
0;Educación Inicial;No pobre
2320000;Superior Universitario;No pobre
2320000;No obtuvo;No pobre
2750000;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
5000000;No obtuvo;No pobre
6000000;Especialización (Post universitario);No pobre
3000000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2500000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
1500000;No obtuvo;No pobre
3800000;No obtuvo;No pobre
8500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
850000;No obtuvo;No pobre
7500000;Superior Universitario;No pobre
4000000;Superior Universitario;No pobre
4004000;Superior Universitario;No pobre
3200000;Superior Universitario;Pobre no extremo
3500000;Superior Universitario;No pobre
2200000;Superior Universitario;No pobre
4000000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
2300000;EEB (1º y 2º ciclo);No pobre
3000000;No obtuvo;No pobre
Militar/Policial (Post no universitario)00000;No obtuvo;No pobre
2800000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
2300000;Técnica Superior;No pobre
No obtuvo000000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
3080000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
1800000;No obtuvo;No pobre
0;Superior Universitario;No pobre
5000000;No obtuvo;No pobre
5300000;Superior Universitario;No pobre
2000000;Técnica Superior;No pobre
0;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
5000000;Superior Universitario;No pobre
3000000;Superior Universitario;No pobre
0;No obtuvo;No pobre
4500000;Superior Universitario;No pobre
5500000;No obtuvo;No pobre
2300000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
3500000;Técnica Superior;No pobre
3000000;No obtuvo;No pobre
No obtuvo00000;No obtuvo;No pobre
6200000;Especialización (Post universitario);No pobre
4000000;Especialización (Post universitario);No pobre
2000000;Especialización (Post universitario);No pobre
5000000;Superior Universitario;No pobre
2500000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
2000000;No obtuvo;No pobre
10000000;Superior Universitario;No pobre
1500000;No obtuvo;No pobre
2500000;Superior Universitario;No pobre
3800000;No obtuvo;No pobre
1700000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;Técnica Superior;No pobre
1080000;Especialización (Post universitario);No pobre
1500000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
440000;Superior Universitario;No pobre
3670000;No obtuvo;No pobre
1100000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
2200000;No obtuvo;No pobre
7Militar/Policial (Post no universitario)0000;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
7000000;Superior Universitario;No pobre
1080000;No obtuvo;No pobre
0;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
0;Superior Universitario;Pobre no extremo
0;No obtuvo;Pobre no extremo
2200000;No obtuvo;No pobre
2680000;Técnica Superior;No pobre
5000000;No obtuvo;No pobre
5520000;Superior Universitario;No pobre
10800000;Militar/Policial (Post no universitario);No pobre
0;Especialización (Post universitario);No pobre
Militar/Policial (Post no universitario)704679;Maestría (Post universitario);No pobre
1800000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;Técnica Superior;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
8700000;No obtuvo;No pobre
0;Superior Universitario;No pobre
2820000;No obtuvo;No pobre
700000;No obtuvo;Pobre no extremo
0;Superior Universitario;Pobre no extremo
0;No obtuvo;Pobre no extremo
3000000;Especialización (Post universitario);No pobre
6000000;Educación Media;No pobre
5400000;No obtuvo;No pobre
5400000;Superior Universitario;No pobre
1000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
0;Técnica Superior;Pobre no extremo
3000000;No obtuvo;No pobre
2900000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
6000000;Maestría (Post universitario);No pobre
7000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
5300000;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
3500000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
3500000;Superior Universitario;No pobre
4000000;Militar/Policial;No pobre
3000000;Técnica Superior;No pobre
2500000;Maestría (Post universitario);No pobre
7000000;Doctorado (Post universitario);No pobre
0;No obtuvo;No pobre
5620000;No obtuvo;No pobre
4000000;Superior Universitario;No pobre
2950000;No obtuvo;No pobre
Militar/Policial (Post no universitario)50000;Técnica Superior;No pobre
0;No obtuvo;No pobre
4300000;Superior Universitario;No pobre
2000000;Técnica Superior;No pobre
3000000;No obtuvo;No pobre
6500000;EEB (1º y 2º ciclo);No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
2700000;Técnica Superior;No pobre
3100000;Superior Universitario;No pobre
3510000;No obtuvo;No pobre
3800000;No obtuvo;No pobre
2890000;Superior Universitario;No pobre
0;Técnica Superior;Pobre no extremo
3500000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
10000000;Técnica Superior;No pobre
3700000;Superior Universitario;No pobre
1800000;Especialización (Post universitario);No pobre
0;Superior Universitario;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
5000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
4000000;No obtuvo;No pobre
450000;No obtuvo;Pobre no extremo
0;No obtuvo;Pobre no extremo
No Técnico Superior (Post no universitario)00000;Superior Universitario;No pobre
4000000;No obtuvo;No pobre
2500000;No obtuvo;No pobre
0;Especialización (Post universitario);No pobre
0;Superior Universitario;No pobre
6000000;Superior Universitario;No pobre
4500000;Superior Universitario;No pobre
0;No obtuvo;No pobre
2000000;No obtuvo;No pobre
2900000;Técnica Superior;No pobre
5500000;Superior Universitario;No pobre
2500000;Técnica Superior;No pobre
2200000;No obtuvo;No pobre
3000000;Superior Universitario;No pobre
24000000;Superior Universitario;No pobre
10000000;Maestría (Post universitario);No pobre
8000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
4240000;Técnica Superior;No pobre
4025000;Técnica Superior;No pobre
0;No obtuvo;No pobre
No Técnico Superior (Post no universitario)60000;No obtuvo;No pobre
5500000;Superior Universitario;No pobre
2600000;Superior Universitario;No pobre
3000000;EEB (1º y 2º ciclo);No pobre
2680000;Superior Universitario;No pobre
3000000;Técnica Superior;No pobre
0;No obtuvo;No pobre
2600000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
3600000;No obtuvo;No pobre
2600000;Técnica Superior;No pobre
2439000;Técnica Superior;No pobre
0;Técnica Superior;No pobre
2300000;Técnica Superior;No pobre
4600000;No obtuvo;No pobre
6000000;Superior Universitario;No pobre
3850000;Superior Universitario;No pobre
3853000;No obtuvo;No pobre
10000000;Maestría (Post universitario);No pobre
10000000;Especialización (Post universitario);No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
3000000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
0;No obtuvo;No pobre
1000000;No obtuvo;Pobre no extremo
8500000;Técnica Superior;No pobre
600000;No obtuvo;No pobre
0;No obtuvo;No pobre
0;Superior Universitario;No pobre
3800000;No obtuvo;No pobre
3700000;Superior Universitario;No pobre
3700000;Superior Universitario;No pobre
4450000;No obtuvo;No pobre
3300000;No obtuvo;No pobre
2800000;Técnica Superior;Pobre no extremo
0;No obtuvo;Pobre no extremo
2500000;Superior Universitario;Pobre no extremo
3800000;Superior Universitario;No pobre
2400000;No obtuvo;No pobre
2800000;Superior Universitario;No pobre
0;Superior Universitario;Pobre no extremo
500000;No obtuvo;No pobre
3500000;Educación Media;No pobre
0;No obtuvo;No pobre
5900000;Militar/Policial;No pobre
600000;No obtuvo;No pobre
4800000;No obtuvo;No pobre
3000000;No obtuvo;No pobre
7000000;Especialización (Post universitario);No pobre
3000000;Especialización (Post universitario);No pobre
0;No obtuvo;No pobre
9000000;Superior Universitario;No pobre
8000000;Superior Universitario;No pobre
17067000;Superior Universitario;No pobre
0;Educación Media;No pobre
2950000;No obtuvo;No pobre
0;No obtuvo;No pobre
8000000;Superior Universitario;No pobre
0;Superior Universitario;No pobre
2600000;Superior Universitario;No pobre
2000000;Superior Universitario;No pobre
3500000;Superior Universitario;No pobre
4380000;No obtuvo;No pobre
1600000;No obtuvo;No pobre
2500000;No obtuvo;Pobre no extremo
3500000;No obtuvo;No pobre
2300000;Superior Universitario;No pobre
2300000;Superior Universitario;No pobre
2500000;No obtuvo;Pobre no extremo
0;No obtuvo;Pobre no extremo
3800000;No obtuvo;No pobre
1000000;No obtuvo;No pobre
5200000;Técnica Superior;No pobre
6571560;No obtuvo;No pobre
700000;Superior Universitario;No pobre
0;No obtuvo;Pobre no extremo
4000000;No obtuvo;No pobre
0;No obtuvo;No pobre
1000000;No obtuvo;No pobre
4250000;Superior Universitario;No pobre
2900000;Superior Universitario;No pobre
2200000;No obtuvo;No pobre
2000000;Militar/Policial;No pobre
3000000;Superior Universitario;No pobre
4000000;Militar/Policial;No pobre
3000000;No obtuvo;No pobre
0;Superior Universitario;No pobre
5000000;Superior Universitario;No pobre
3000000;No obtuvo;No pobre
0;Técnica Superior;No pobre
1520000;Técnica Superior;No pobre
3500000;No obtuvo;No pobre
6000000;Superior Universitario;No pobre
4100000;No obtuvo;No pobre
3500000;No obtuvo;No pobre
1500000;No obtuvo;No pobre
